鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號,
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year,month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
北屯區,房地(土地+建物),臺中市北屯區北屯路240巷1~30號,24.08,住,,,1070301,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770617,96.58,3,2,1,有,有,4300000,44523,,0,0,,RPUNMLKLMHNFFBB77CA,
北區,房地(土地+建物)+車位,臺中市北區進化北路151~180號,15.81,住,,,1070301,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840516,189.39,3,2,2,有,有,7700000,40657,坡道機械,0,0,,RPWOMLTKMHNFFBB88CA,
北區,房地(土地+建物)+車位,臺中市北區太原路二段1~30號,32.42,住,,,1070301,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021022,225.07,4,2,3,有,有,16880000,81005,坡道機械,36.44,1600000,,RPPPMLTKMHNFFBB28CA,
北屯區,房地(土地+建物),臺中市北屯區經貿一路108巷181~210號,111,住,,,1070201,土地1建物1車位0,一層,一層,其他,住家用,磚造,620530,57.67,2,1,1,有,無,4500000,78030,,0,0,,RPTPMLTKMHNFFBB68CA,
北屯區,房地(土地+建物),臺中市北屯區旅順路二段241~270號,20.28,住,,,1070301,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711118,70.18,3,2,1,有,無,2500000,35623,,0,0,,RPOPMLSKMHNFFBB08CA,
北屯區,土地,仁德段991~1020地號,16,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1947500,121719,,0,0,,RPSOMLSKMHNFFBB38CA,
北區,房地(土地+建物),臺中市北區東光二街1~30號,24,住,,,1070301,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,771107,107.36,3,2,2,有,有,4280000,39866,,0,0,親友、員工或其他特殊關係間之交易。,RPTPMLKLMHNFFBB87CA,
北屯區,土地,文北段121~150地號,190.1,住,,,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,22500000,118359,,0,0,,RPPQMLKLMHNFFBB57CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路391~420號,17.04,住,,,1070301,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890218,146.73,2,2,2,有,有,7300000,49751,坡道機械,10.01,0,,RPRQMLKLMHNFFBB77CA,
北屯區,房地(土地+建物),臺中市北屯區梅川東路四段91~120號,3.04,住,,,1070401,土地1建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,831222,39.73,1,1,1,有,有,2150000,54115,,0,0,,RPTQMLKLMHNFFBB97CA,
北區,房地(土地+建物),臺中市北區育興街1巷1~30號,27.55,商,,,1070301,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690111,78.56,3,2,2,有,無,3100000,39460,,0,0,,RPOPMLOLMHNFFBB77CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,23.65,住,,,1070201,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,184.5,4,2,2,有,有,9480000,50167,坡道平面,19.45,1200000,,RPSPMLOLMHNFFBB18CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,23.65,住,,,1070201,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,185.55,4,2,2,有,有,9520000,50146,坡道平面,20.63,1250000,,SPSPMLOLMHNFFBB28CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,22.04,住,,,1040801,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,173.72,3,2,2,有,有,7980000,45936,坡道平面,20.63,0,,RPTPMLOLMHNFFBB28CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,26.49,住,,,1061101,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,204.3,4,2,2,有,有,10880000,53255,坡道平面,20.63,0,,RPUPMLOLMHNFFBB38CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,24.99,住,,,1070101,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,206.04,4,2,2,有,有,10570000,50188,坡道平面,41.26,2300000,,RPXPMLOLMHNFFBB68CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,22.04,住,,,1070101,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,173.72,3,2,2,有,有,8600000,48664,坡道平面,20.63,1150000,,RPOQMLOLMHNFFBB87CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,22.04,住,,,1070201,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,173.72,3,2,2,有,有,8800000,49317,坡道平面,20.63,1250000,,RPPQMLOLMHNFFBB97CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,24.99,住,,,1070201,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,205.13,4,2,2,有,有,10500000,48773,坡道平面,40.08,2450000,,RPQQMLOLMHNFFBB08CA,
北區,房地(土地+建物)+車位,臺中市北區中清路一段631~660號,28.81,住,,,1070201,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061002,212.75,4,2,2,有,有,19000000,99877,坡道平面,34.03,1150000,,RPSNMLQLMHNFFBB18CA,
北區,房地(土地+建物)+車位,臺中市北區中清路一段631~660號,31.31,住,,,1070201,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061002,246.71,4,2,2,有,有,19600000,97957,坡道平面,68.06,2100000,,RPTNMLQLMHNFFBB28CA,
北屯區,土地,南興段61~90地號,140.79,住,,,1050801,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,15000000,106542,,0,0,,RPWQMLOLMHNFFBB68CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢二路61~90號,21.16,住,,,1070301,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950519,145.7,3,2,2,有,有,6550000,44955,坡道平面,25.36,0,,RPWOMLRLMHNFFBB78CA,
北區,房地(土地+建物),臺中市北區錦南街1~30號,23.11,住,,,1070301,土地8建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,740323,92.89,3,2,2,有,有,4000000,43062,,0,0,親友、員工或其他特殊關係間之交易。,RPTRMLQLMHNFFBB68CA,
北區,房地(土地+建物),臺中市北區福龍街91~120號,35,商,,,1070301,土地1建物1車位0,五層，夾層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830725,119.35,6,2,4,有,無,4430000,37118,,0,0,,RPOSMLQLMHNFFBB28CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區太和五街61~90號,37.03,住,,,1070401,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,219.25,4,3,2,有,有,13350000,60341,坡道平面,21.21,1400000,,RPUNMLKMMHNFFBB87CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區太和五街61~90號,35.46,住,,,1070401,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,209.83,4,3,2,有,有,12750000,60704,坡道平面,21.21,1300000,,RPVNMLKMMHNFFBB97CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區太和五街61~90號,46.72,住,,,1070301,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,277.05,4,3,2,有,有,18000000,64783,坡道平面,42.42,2800000,,RPWNMLKMMHNFFBB08CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區太和五街61~90號,46.39,住,,,1070301,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,276,4,3,2,有,有,18600000,67763,坡道平面,41.36,2700000,,RPXNMLKMMHNFFBB18CA,
北屯區,車位,臺中市北屯區祥順路一段391~420號,1.34,住,,,1070101,土地0建物0車位1,,,其他,,,,20.63,0,0,0,有,有,1100000,,坡道平面,20.63,1100000,,RPSOMLKMMHNFFBB77CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,24.99,住,,,1070101,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,206.17,4,2,2,有,有,10700000,50634,坡道平面,41.26,2350000,,RPTOMLKMMHNFFBB87CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,22.09,住,,,1070201,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,173.84,3,2,2,有,有,8600000,48626,坡道平面,20.63,1150000,,RPUOMLKMMHNFFBB97CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段91~120號,23.26,住,,,1070301,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001221,159.96,3,1,2,有,有,7770000,48575,坡道平面,33.14,0,,RPSPMLKMMHNFFBB87CA,
北區,房地(土地+建物)+車位,臺中市北區中清路一段481~510號,25.47,商,,,1070301,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060921,187.43,3,2,2,有,有,15300000,81630,坡道平面,0,0,,RPWPMLKMMHNFFBB28CA,
北區,房地(土地+建物)+車位,臺中市北區太原八街61~90號,23.85,住,,,1070301,土地1建物1車位1,一層，二層，騎樓,六層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,830723,142.4,3,2,2,有,無,7580000,53230,升降平面,0,0,"之前有管理委員會,但目前無人管理運作管理委員會;車位為機箱進入地下室,車位併入公設",RPVPMLLJNHNFFBB08CA,
北區,房地(土地+建物),臺中市北區梅亭東街1~30號,28.9,商,,,1070201,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751001,106.95,3,2,2,有,無,3900000,36466,,0,0,親友、員工或其他特殊關係間之交易。,RPTOMLOJNHNFFBB08CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段61~90號,13.62,住,,,1070201,土地1建物1車位1,十二層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060420,174.33,3,2,2,有,有,12500000,71703,坡道平面,36.33,0,,RPTQMLNJNHNFFBB18CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區青島路三段121~150號,54.01,住,,,1070301,土地1建物1車位2,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960309,384.91,5,3,4,有,有,28800000,80195,坡道平面,60.7,2800000,含增建或未登記建物。,RPQPMLRJNHNFFBB18CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段61~90號,8,商,,,1070301,土地1建物1車位1,二十五層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060420,112.22,2,1,1,有,有,8600000,76635,坡道平面,36.33,0,,RPXQMLSJNHNFFBB09CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區軍榮一街31~60號,26.17,商,,,1070301,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060928,181.23,3,2,2,有,有,11580000,63897,坡道平面,0,0,價值捌拾萬傢具及家電含於總價內,RPTOMLLKNHNFFBB87CA,
北屯區,房地(土地+建物)+車位,臺中市北屯區軍榮一街31~60號,23.44,商,,,1070301,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060928,162.2,3,2,2,有,有,10280000,63379,坡道平面,0,0,價值柒拾萬元整傢具及家電含於總價內,RPPPMLLKNHNFFBB57CA,
西屯區,房地(土地+建物),臺中市西屯區福科路340巷1~30號,9.52,住,,,1070301,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830826,84.24,2,2,1,有,有,4880000,57930,,0,0,,RPSNMLSKMHNFFCB38CA,
南屯區,車位,臺中市南屯區文心南六路151~180號,3.19,商,,,1070301,土地0建物0車位1,,,其他,,,,28.95,0,0,0,有,有,1300000,,坡道平面,28.95,1300000,,RPVNMLSKMHNFFCB68CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路31~60號,13.75,住,,,1070301,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017,148.67,3,2,2,有,有,9500000,65499,坡道平面,21.95,1200000,,RPPQMLSKMHNFFCB38CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,9.49,商,,,1070301,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,132.45,2,2,2,有,有,10850000,98785,坡道平面,37.8,1500000,,RPRPMLSKMHNFFCB48CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段271~300號,28.34,商,,,1070301,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,790421,250.77,0,0,0,無,有,8500000,33896,坡道機械,0,0,,RPSNMLTKMHNFFCB48CA,
西屯區,房地(土地+建物),臺中市西屯區福順路255巷1~30號,30.29,住,,,1070201,土地1建物1車位0,一層，地下層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690226,122.6,3,2,2,有,無,7700000,62806,,0,0,,RPVNMLKLMHNFFCB97CA,
西屯區,房地(土地+建物),臺中市西屯區西安街18巷1~30號,26.36,住,,,1070301,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691018,64.08,2,1,1,有,無,3600000,56180,,0,0,,RPSNMLKLMHNFFCB67CA,
南屯區,土地,春社段331~360地號,1709,農,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,33600000,19661,,0,0,,RPVNMLTKMHNFFCB78CA,
西屯區,房地(土地+建物),臺中市西屯區中清西二街91~120號,52,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,610115,68,4,2,2,有,無,8600000,126471,,0,0,含增建或未登記建物。,RPRSMLNLMHNFFCB38CA,
南屯區,房地(土地+建物),臺中市南屯區保安五街211~240號,17.49,住,,,1070301,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811125,98.38,3,2,2,有,有,4400000,44725,,0,0,,RPTNMLNLMHNFFCB08CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路1~30號,25.16,住,,,1070301,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051017,152.65,3,2,2,有,有,9680000,69688,坡道平面,32.4,1300000,,RPXNMLOLMHNFFCB58CA,
西屯區,房地(土地+建物),臺中市西屯區西屯路二段297之8巷1~30號,5.38,住,,,1070301,土地1建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,820628,36.77,1,1,1,有,有,2050000,55752,,0,0,,RPUPMLOLMHNFFCB48CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區東興路三段301~330號,17.77,住,,,1070301,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830707,160.05,4,2,2,有,有,11000000,68729,坡道平面,0,0,,RPPNMLPLMHNFFCB87CA,
南屯區,房地(土地+建物),臺中市南屯區文山三街121~150號,61.09,住,,,1070201,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,950516,226,4,3,4,有,無,13800000,61062,,0,0,,RPQPMLPLMHNFFCB18CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段361~390號,42.41,住,,,1070201,土地2建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,195.02,4,2,2,有,有,21650000,117595,坡道平面,24.52,1600000,,RPQOMLPLMHNFFCB08CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段331~360號,46.61,住,,,1070201,土地2建物1車位2,十六層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,219.13,4,2,2,有,有,25180000,128050,坡道平面,49.04,3400000,,RPROMLPLMHNFFCB18CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區福瑞街91~120號,15.4,住,,,1070301,土地2建物1車位2,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831021,139.81,3,2,2,有,有,6200000,44349,坡道機械,0,0,,RPTPMLKMMHNFFCB08CA,
南屯區,土地,新富段211~240地號,163.82,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,23400000,142840,,0,0,,RPTOMLMJNHNFFCB97CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區漢口路二段121~150號,9.93,商,,,1070301,土地1建物1車位1,十四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860122,142.2,3,2,2,有,有,7620000,53586,坡道機械,0,0,,RPSQMLOJNHNFFCB28CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路211~240號,16.44,住,,,1070301,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,155.49,3,2,2,有,有,10800000,69458,坡道機械,20.21,0,,RPVQMLNJNHNFFCB48CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區楓樹巷1~30號,29.79,住,,,1070301,土地1建物1車位2,一層，見其他登記事項,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060607,165.78,3,2,2,有,有,11600000,69972,坡道平面,0,0,,RPQNMLPKNHNFFCB97CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區楓樹巷1~30號,24.7,住,,,1070301,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060607,118.08,2,2,1,有,有,7800000,66057,坡道平面,0,0,,RPRNMLPKNHNFFCB08CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區楓樹巷1~30號,24.7,住,,,1070301,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060607,118.08,2,2,1,有,有,7620000,64533,坡道平面,0,0,,RPTNMLPKNHNFFCB28CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區保安六街91~120號,13.22,住,,,1070301,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820426,104.11,3,2,2,有,有,4540000,43608,坡道機械,0,0,,RPRPMLLKNHNFFCB87CA,
豐原區,房地(土地+建物),臺中市豐原區南陽路158巷31~60號,32.65,住,,,1070301,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730321,94.74,3,2,1,有,有,2880000,30399,,0,0,,RPQOMLTKMHNFFDB48CA,
豐原區,土地,龍宮段1051~1080地號,87.02,住,,,1070401,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,1580000,18157,,0,0,,RPUOMLTKMHNFFDB88CA,
豐原區,土地,復興段301~330地號,157.98,,山坡地保育區,丙種建築用地,1070301,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,3500000,22155,,0,0,,RPRNMLKLMHNFFDB67CA,
豐原區,房地(土地+建物),臺中市豐原區直興街129巷1~30號,3.33,商,,,1070301,土地2建物1車位0,七層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,841020,29.63,1,0,1,有,有,1400000,47249,,0,0,,RPQNMLTKMHNFFDB38CA,
豐原區,房地(土地+建物),臺中市豐原區育英路177巷15弄1~30號,87.46,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,910613,173.82,4,2,3,有,無,12900000,74215,,0,0,,RPSNMLTKMHNFFDB58CA,
外埔區,土地,二崁段841~870地號,146.57,,特定農業區,甲種建築用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2216500,15122,,0,0,,RPRNMLSKMHNFFEB48CA,
外埔區,土地,內水尾段451~480地號,2304,,山坡地保育區,丁種建築用地,1061201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,36241920,15730,,0,0,,RPSNMLSKMHNFFEB58CA,
大安區,土地,安行段631~660地號,2833,,特定農業區,農牧用地,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,7200000,2541,,0,0,,RPPNMLTKMHNFFEB38CA,
大甲區,房地(土地+建物)+車位,臺中市大甲區民生路1~30號,18.78,住,,,1070301,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820922,126.12,3,1,2,有,有,4500000,35680,坡道機械,0,0,,RPRNMLKLMHNFFEB77CA,
豐原區,土地,順豐段901~930地號,406.65,農,,,1060801,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,5000000,12296,,0,0,親友、員工或其他特殊關係間之交易。,RPRNMLKMMHNFFDB77CA,
豐原區,房地(土地+建物),臺中市豐原區樂天街61~90號,133,住,,,1070101,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,740319,172.6,4,2,2,有,無,15800000,91541,,0,0,,RPPQMLPLMHNFFDB28CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區向陽路301~330號,25.35,住,,,1070301,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,881216,184.5,3,2,2,有,有,8000000,43360,坡道機械,13.75,0,,RPUPMLOLMHNFFDB58CA,
神岡區,房地(土地+建物),臺中市神岡區大洲路217巷100弄1~30號,88.4,農,,,1070301,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,961227,200.1,4,2,3,有,無,10380000,51874,,0,0,,RPRNMLPLMHNFFDB18CA,
豐原區,房地(土地+建物),臺中市豐原區同安街181~210號,115,住,,,1070301,土地1建物1車位0,一層，二層，三層，四層，騎樓，地下層,四層,店面(店鋪),住商用,鋼筋混凝土造,780722,362.11,8,2,4,有,無,13000000,35901,,0,0,,RPTOMLRJNHNFFDB58CA,
后里區,土地,月眉段1~30地號,1464,,山坡地保育區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7500000,5123,,0,0,含未登記建物。,RPWOMLKKNHNFFDB28CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區三豐路一段61~90號,13.98,商,,,1070301,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060816,95.95,2,2,1,有,有,6650000,69307,坡道機械,12.33,0,,RPROMLPKNHNFFDB28CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區自由路95巷31~60號,110.65,住,,,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011102,187.09,4,3,3,有,無,10700000,57192,,0,0,含增建或未登記建物。,RPTNMLPLMHNFFFB58CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區六路十四街1~30號,86,住,,,1070301,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,820417,155.74,4,2,3,有,無,6500000,41736,,0,0,含增建或未登記建物。,RPWNMLPLMHNFFFB88CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區保成二街21巷1~30號,71.67,住,,,1070301,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060202,195.72,5,2,4,有,無,11500000,58757,,0,0,,RPUOMLNJNHNFFFB48CA,
清水區,房地(土地+建物)+車位,臺中市清水區港新五路211~240號,13.45,商,,,1070401,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060905,139.24,2,2,1,有,有,4900000,35191,坡道平面,34.35,0,,RPSNMLMJNHNFFFB08CA,
豐原區,土地,順豐段511~540地號,530.79,農,,,1070301,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,2500000,4710,,0,0,,RPSNMLNLMHNFFDB08CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區自強路355巷52弄1~30號,102.55,住,,,1070301,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1001229,158.97,3,3,4,有,無,8250000,51897,,0,0,,RPUNMLKLMHNFFFB18CA,
沙鹿區,土地,竹林段犁份小段31~60地號,373.12,其他,,,1070301,土地6建物0車位0,,,其他,,,,0,0,0,0,有,無,300000,804,,0,0,親友、員工或其他特殊關係間之交易。,RPTOMLTKMHNFFFB98CA,
石岡區,房地(土地+建物),臺中市石岡區豐勢路91~120號,59.32,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,600815,132.41,6,2,3,有,無,5050000,38139,,0,0,含增建或未登記建物。,RPTNMLRKMHNFFGB78CA,
東勢區,土地,大茅埔段3121~3150地號,4689,,山坡地保育區,農牧用地,1070401,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,6300000,1344,,0,0,,RPPNMLSKMHNFFGB48CA,
東勢區,土地,詒新段421~450地號,2342.16,工,,,1070301,土地8建物0車位0,,,其他,,,,0,0,0,0,有,無,25718000,10980,,0,0,,RPQNMLSKMHNFFGB58CA,
東勢區,土地,新合作段331~360地號,40.18,住,,,1070301,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,550000,13688,,0,0,"本筆土地有合併使用,現正重劃中,未經地政士簽約親友、員工或其他特殊關係間之交易。",RPRNMLSJNHNFFGB68CA,
東勢區,土地,東勢段中嵙小段571~600地號,1000.5,,山坡地保育區,林業用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,260000,260,,0,0,,RPQNMLTKMHNFFGB68CA,
大雅區,房地(土地+建物)+車位,臺中市大雅區神林南路180巷31~60號,22.45,住,,,1070301,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040604,163.95,3,2,2,有,有,8600000,52455,坡道機械,0,0,,RPPNMLTKMHNFFHB68CA,
