鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號,
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year,month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
大雅區,房地(土地+建物),臺中市大雅區雅楓街99巷2弄1~30號,19.67,住,,,1070301,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820603,101.95,3,1,2,有,有,2200000,21579,,0,0,受債權債務影響或債務抵償之交易。,RPRNMLKMMHNFFHB18CA,
潭子區,房地(土地+建物),臺中市潭子區福貴路53巷1~30號,87.66,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1031031,177.28,5,2,5,有,無,13200000,74458,,0,0,,RPTNMLNLMHNFFHB58CA,
潭子區,土地,大新段31~60地號,69.27,住,,,1070301,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,2900000,41865,,0,0,,RPUNMLNLMHNFFHB68CA,
大雅區,土地,馬岡段1171~1200地號,1645,工,,,1061101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,123407900,75020,,0,0,,RPSNMLSJNHNFFHB88CA,
大雅區,土地,馬岡段1171~1200地號,685,工,,,1061101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,51388700,75020,,0,0,,RPUNMLSJNHNFFHB09CA,
大雅區,土地,上橫山段181~210地號,32,住,,,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,651520,20360,,0,0,向政府機關承購之案件。,RPPNMLTJNHNFFHB68CA,
大里區,房地(土地+建物),臺中市大里區三民二街1~30號,86.19,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,821216,187.7,5,2,4,有,無,8700000,46351,,0,0,,RPROMLNLMHNFFIB58CA,
烏日區,土地,自治段271~300地號,114.16,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3300000,28907,,0,0,因本土地屬法定空地，不能興建合法建物。,RPXNMLKLMHNFFIB78CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮十五路1~30號,21.39,住,,,1070301,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031227,118.97,2,2,1,有,有,6350000,53375,坡道平面,27.9,0,,RPROMLQLMHNFFIB88CA,
大里區,房地(土地+建物)+車位,臺中市大里區中山路36巷1~30號,14.99,住,,,1070301,土地1建物1車位1,一層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,871221,99.5,3,2,1,有,無,5100000,51256,坡道平面,13.8,0,,RPPPMLOLMHNFFIB58CA,
大里區,房地(土地+建物),臺中市大里區現岱路84巷1~30號,90.5,住,,,1070301,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,830510,164.38,4,2,3,有,無,3720000,22630,,0,0,一親等特殊關係間之交易。,RPPNMLTLMHNFFIB88CA,
大里區,房地(土地+建物),臺中市大里區中興路二段祥興二巷28弄1~30號,55.23,住,,,1070301,土地2建物1車位0,全,二層,透天厝,住家用,見其他登記事項,580420,68.9,2,2,1,有,無,3360000,48766,,0,0,含增建或未登記建物。,RPPPMLKLMHNFFIB18CA,
霧峰區,房地(土地+建物),臺中市霧峰區復興六街76巷1~30號,135,,山坡地保育區,丙種建築用地,1070301,土地3建物1車位0,全,一層,透天厝,住家用,加強磚造,661201,66.23,2,1,1,有,無,2300000,34727,,0,0,,RPROMLKMMHNFFIB38CA,
大里區,車位,臺中市大里區大智路571~600號,0.49,住,,,1070301,土地0建物0車位1,,,其他,,,,27.98,0,0,0,有,有,600000,,坡道平面,27.98,600000,"單獨車位交易。土地款新台幣27萬元整,房屋款新台幣33萬元整,合計新台幣60萬元整。",RPUNMLOJNHNFFIB78CA,
太平區,房地(土地+建物),臺中市太平區新福十六街31~60號,15.39,商,,,1070301,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,871229,103.9,3,2,2,有,有,4500000,43311,,0,0,,RPWNMLSKMHNFFJB86CA,
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路1~30號,15.51,商,,,1070301,土地1建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,173.55,3,2,2,有,有,10350000,65986,坡道平面,36.4,1300000,,RPPNMLTKMHNFFJB88CA,
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路1~30號,16.34,商,,,1070301,土地1建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,180.54,3,2,2,有,有,11190000,68614,坡道平面,36.4,1300000,,RPQNMLTKMHNFFJB98CA,
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路1~30號,16.34,商,,,1070301,土地1建物1車位1,十二層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,180.54,3,2,2,有,有,11000000,67989,坡道平面,36.4,1200000,,RPRNMLTKMHNFFJB09CA,
太平區,房地(土地+建物)+車位,臺中市太平區新安街91~120號,25.72,住,,,1070201,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051019,168.12,3,2,2,有,有,10000000,59481,坡道平面,28.68,0,,RPSNMLTKMHNFFJB56CA,
太平區,房地(土地+建物),臺中市太平區新安街36巷1~30號,92.39,住,,,1070301,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060922,264.05,4,3,5,有,無,21550000,81613,,0,0,,RPTNMLTKMHNFFJB66CA,
太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段241~270號,30.28,住,,,1070301,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051104,175.98,4,2,2,有,有,9400000,51866,坡道平面,17.88,1200000,,RPRNMLOLMHNFFJB68CA,
太平區,房地(土地+建物),臺中市太平區新安街36巷1~30號,120.78,住,,,1070301,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060922,267.22,4,3,5,有,無,21800000,81581,,0,0,,RPVNMLTKMHNFFJB86CA,
太平區,房地(土地+建物),臺中市太平區新福十街31~60號,86.27,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,861021,179.02,4,3,3,有,無,13400000,74852,,0,0,,RPUOMLRJNHNFFJB66CA,
龍井區,房地(土地+建物),臺中市龍井區藝術北街26巷1~30號,31.22,住,,,1070301,土地1建物1車位0,四層，電梯樓梯間,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690509,54.77,2,1,1,有,無,2550000,46558,,0,0,,RPSNMLSKMHNFFKB56CA,
龍井區,土地,龍目井段水裡社小段151~180地號,914,其他,,,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,6910000,7560,,0,0,,RPPNMLTKMHNFFKB98CA,
龍井區,房地(土地+建物),臺中市龍井區南社二街142巷1~30號,98.36,住,,,1070301,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1030411,147.42,3,2,3,有,無,8100000,54945,,0,0,,RPTNMLTKMHNFFKB76CA,
太平區,房地(土地+建物),臺中市太平區中平九街61~90號,19.27,住,,,1070201,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,800620,98.03,3,1,2,有,有,3200000,32643,,0,0,,RPUOMLKMMHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區永成北路158巷1~30號,17.2,住,,,1070301,土地1建物4車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,810526,105.16,2,2,2,有,有,3900000,37086,坡道機械,0,0,,RPPOMLLKNHNFFJB28CA,
太平區,房地(土地+建物)+車位,臺中市太平區育仁路213巷1~30號,32.03,住,,,1070301,土地3建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,940829,96.73,5,2,3,有,有,2000000,20676,坡道平面,0,0,1.法院調解案件。,RPSNMLTJNHNFFJB56CA,
龍井區,房地(土地+建物)+車位,臺中市龍井區遊園南路143巷91~120號,31.08,,鄉村區,乙種建築用地,1070201,土地1建物1車位1,全,七層,透天厝,見其他登記事項,鋼筋混凝土造,1051205,140.28,2,2,2,有,有,8480000,59164,其他,7.09,600000,,RPUNMLNLMHNFFKB98CA,
龍井區,房地(土地+建物)+車位,臺中市龍井區中央路一段3巷151~180號,17.66,住,,,1070301,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841230,110.47,2,1,1,有,有,2880000,26070,坡道平面,0,0,,RPSNMLNLMHNFFKB78CA,
龍井區,房地(土地+建物)+車位,臺中市龍井區遊園南路143巷91~120號,30.66,,鄉村區,乙種建築用地,1070301,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051205,138.48,3,2,2,有,有,8550000,60507,其他,7.09,600000,,RPXNMLTKMHNFFKB17CA,
北區,土地,文正段91~120地號,9,其他,,,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,969300,107700,,0,0,,RPXNMLLKNHNFFBB28DA,
東區,房地(土地+建物),臺中市東區進化路181~210號,18.5,住,,,1070301,土地2建物1車位0,一層，二層，三層，騎樓，地下層,三層,店面(店鋪),,鋼筋混凝土造,760508,46.57,4,2,2,有,無,2500000,53683,,0,0,部份持分移轉,RPWOMLPLMHNFFAB58DA,
太平區,房地(土地+建物),臺中市太平區長億南二街31~60號,24.03,住,,,1070401,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,711107,81.57,3,1,1,有,無,1500000,18389,,0,0,受債權債務影響或債務抵償之交易。,RPVNMLKMMHNFFJB88DA,
龍井區,土地,福麗段1~30地號,5944,農,,,1070201,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,53942000,9075,,0,0,,RPRNMLTKMHNFFKB66DA,
西區,房地(土地+建物),臺中市西區柳川西路二段61~90號,119,住,,,1061001,土地1建物1車位0,一層，二層，三層，騎樓，地下層,三層,店面(店鋪),商業用,見其他登記事項,621220,247.02,4,2,3,有,無,5360000,21699,,0,0,親友、員工或其他特殊關係間之交易。,RPWNMLOKNHNFFAB48EA,
西區,房地(土地+建物)+車位,臺中市西區忠明南路331~360號,22.11,住,,,1070301,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,871017,203.57,4,2,2,有,有,11680000,57376,坡道機械,11.55,0,,RPTNMLRKNHNFFAB48EA,
潭子區,房地(土地+建物),臺中市潭子區榮興街57巷1~30號,30.1,住,,,1070201,土地1建物1車位0,一層，二層，騎樓,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,801129,168.01,3,2,2,有,無,6000000,35712,,0,0,親友、員工或其他特殊關係間之交易。,RPPNMLKLMHNFFHB97DA,
潭子區,房地(土地+建物),臺中市潭子區大富路三段66巷1~30號,106.29,農,,,1070301,土地11建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031203,235.61,4,3,5,有,有,14300000,60694,,0,0,,RPSNMLKLMHNFFHB28DA,
西區,房地(土地+建物),臺中市西區臺中市西區模範街12巷1~30號,20.71,住,,,1070201,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701016,81.86,3,2,1,有,無,1472372,17986,,0,0,親友、員工或其他特殊關係間之交易。,RPSNMLLKNHNFFAB67DA,
清水區,房地(土地+建物),臺中市清水區鱉新路326巷1~30號,71,住,,,1070301,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,940808,184.86,4,1,3,有,無,6860000,37109,,0,0,,RPPOMLTKMHNFFFB68DA,
清水區,土地,銀聯段2131~2160地號,5,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,91500,18300,,0,0,,RPPNMLKMMHNFFFB87DA,
豐原區,房地(土地+建物),臺中市豐原區角潭路一段59巷5弄1~30號,42.48,住,,,1070401,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,630920,44.73,3,2,2,有,無,1000000,22356,,0,0,親友、員工或其他特殊關係間之交易。,RPPNMLTKMHNFFDB38DA,
大肚區,房地(土地+建物),臺中市大肚區沙田路一段6巷1~30號,48.5,住,,,1061201,土地2建物1車位0,全,一層,透天厝,住家用,加強磚造,640712,18.22,2,2,2,有,無,1375000,75467,,0,0,親友、員工或其他特殊關係間之交易。,RPTNMLKLMHNFFKB58CA,
大肚區,土地,王田段61~90地號,19.26,住,,,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,116546,6051,,0,0,,RPWNMLTKMHNFFKB07CA,
太平區,房地(土地+建物),臺中市太平區永利街331~360號,125,住,,,1070301,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050701,341.29,6,3,6,有,無,23000000,67391,,0,0,,RPWNMLKKNHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區新平路三段293巷1~30號,13.46,住,,,1070301,土地4建物1車位1,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,810420,74.47,3,1,1,有,有,4500000,60427,坡道平面,0,0,,RPUNMLOJNHNFFJB88CA,
太平區,房地(土地+建物),臺中市太平區育英街58巷1~30號,9.6,商,,,1070301,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,810715,79.56,3,2,1,有,有,3500000,43992,,0,0,,RPXOMLLJNHNFFJB98CA,
太平區,房地(土地+建物),臺中市太平區成功東路27巷1~30號,76,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,660930,85.2,2,2,2,有,無,5900000,69249,,0,0,,RPTNMLLJNHNFFJB48CA,
太平區,房地(土地+建物)+車位,臺中市太平區文林街35巷1~30號,82.08,,鄉村區,乙種建築用地,1070301,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,820424,208.31,3,3,3,有,有,8000000,38404,坡道平面,0,0,含增建或未登記建物(採光罩),RPRNMLNLMHNFFJB58CA,
太平區,房地(土地+建物),臺中市太平區樹孝路321巷1~30號,13.28,住,,,1070301,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,810812,89.58,3,2,2,有,有,3800000,42420,,0,0,,RPQNMLKLMHNFFJB18CA,
太平區,車位,臺中市太平區新福路121~150號,4.94,住,,,1070301,土地0建物0車位1,,,其他,,,,35.46,0,0,0,有,有,1200000,,坡道平面,35.46,1200000,,RPUNMLTKMHNFFJB76CA,
大里區,房地(土地+建物),臺中市大里區益民路一段156巷1~30號,28.49,住,,,1070301,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690105,76.62,3,2,1,有,無,3300000,43070,,0,0,,RPTOMLSJNHNFFIB56CA,
大里區,房地(土地+建物),臺中市大里區中興路二段671巷91~120號,76.37,住,,,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,661125,129.38,4,2,3,有,無,12200000,94296,,0,0,土地建物分次連件辦理,RPXRMLSJNHNFFIB27CA,
霧峰區,土地,霧峰段霧峰小段361~390地號,78,,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,147535,1891,,0,0,,RPQNMLKKNHNFFIB08CA,
霧峰區,土地,農試所段421~450地號,317.59,,特定農業區,甲種建築用地,1070301,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,8860000,27898,,0,0,,RPTOMLKKNHNFFIB48CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,32.02,,鄉村區,乙種建築用地,1040101,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,160.06,3,2,2,有,有,7737000,54521,坡道平面,37.41,1050000,"1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2.為轉讓戶，轉讓日期107.01.26，權利人由1人變2人，交易總價含坪數增加款項＄47,000元整",RPPNMLOKNHNFFIB38CA,
霧峰區,房地(土地+建物),臺中市霧峰區四德北路1~30號,112.58,,鄉村區,乙種建築用地,1070301,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1040527,191.24,3,3,3,有,無,10000000,52290,,0,0,,RPOPMLOKNHNFFIB48CA,
大里區,房地(土地+建物)+車位,臺中市大里區現岱路1~30號,9.09,商,,,1070301,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990325,109.16,2,2,1,有,有,5200000,47636,坡道機械,16.2,0,含增建,RPSNMLTJNHNFFIB09CA,
大里區,房地(土地+建物)+車位,臺中市大里區新仁路一段71巷1~30號,23.91,,鄉村區,乙種建築用地,1031101,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060918,128.59,2,2,1,有,有,5510000,50559,坡道平面,37.41,900000,"1.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄2.為轉讓戶，轉讓日期為107.01.11，轉讓金額為＄5,620,000元整，交易總價含坪數增加款項＄20,000元整",RPPQMLKKNHNFFIB28CA,
烏日區,房地(土地+建物),臺中市烏日區信義街247巷9弄1~30號,70.72,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,880324,154.05,4,2,3,有,無,13850000,89906,,0,0,,RPXOMLKMMHNFFIB98CA,
大里區,土地,夏田西段601~630地號,1951.77,,特定農業區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,43099930,22082,,0,0,,RPPNMLMJNHNFFIB08CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區中華路631~660號,27.03,住,,,1070301,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,841106,141.23,3,2,2,有,有,5100000,36111,坡道平面,0,0,,RPUNMLMJNHNFFIB58CA,
大里區,房地(土地+建物),臺中市大里區工業九路91~120號,4033.25,,工業區,丁種建築用地,1070301,土地1建物3車位0,一層，二層，三層，四層，地下層，見其他登記事項,四層,廠辦,見其他登記事項,鋼筋混凝土造,950330,10939.88,0,0,0,無,無,410000000,37478,,0,0,,RPROMLMJNHNFFIB38CA,
大里區,房地(土地+建物)+車位,臺中市大里區大里路91~120號,27.25,住,,,1070301,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051219,198.35,4,2,2,有,有,10850000,56742,坡道平面,26.52,1100000,,RPTOMLMJNHNFFIB58CA,
大里區,房地(土地+建物)+車位,臺中市大里區大里路91~120號,27.73,住,,,1061001,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051219,229.01,4,2,2,有,有,13350000,62227,坡道平面,53.04,2400000,,RPUOMLMJNHNFFIB68CA,
霧峰區,土地,人和段631~660地號,101,商,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,10690000,105842,,0,0,,RPRNMLNJNHNFFIB38CA,
大里區,房地(土地+建物),臺中市大里區中興路二段671巷91~120號,76.37,住,,,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,661125,129.38,4,2,3,有,無,12200000,94296,,0,0,土地及建物分次連件辦理,RPXQMLOJNHNFFIB76CA,
霧峰區,土地,霧峰段北溝小段1~30地號,5455,,山坡地保育區,農牧用地,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2350000,431,,0,0,,RPVOMLRLMHNFFIB76CA,
大里區,房地(土地+建物),臺中市大里區好來三街11巷1~30號,24.46,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,870914,84.52,3,1,1,有,有,3500000,41410,,0,0,,RPPOMLOLMHNFFIB48CA,
大里區,房地(土地+建物),臺中市大里區中興路二段671巷8弄1~30號,8.59,住,,,1070301,土地3建物3車位0,十三層,十六層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,841222,95.5,1,1,1,有,有,3680000,38534,,0,0,,RPSOMLOLMHNFFIB78CA,
霧峰區,土地,霧峰段霧峰小段1~30地號,2308,,山坡地保育區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2200000,953,,0,0,,RPUNMLTKMHNFFIB66CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮路一段391~420號,29.54,住,,,1070301,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021118,153.8,3,2,2,有,有,7580000,49285,坡道平面,31.54,0,,RPVNMLTKMHNFFIB76CA,
